"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,36924.00,143.00,52.00,0.00,130.00,255.00,56.00,45.00,"US Airways Inc.","US","BWI","RDU",6,"655",1,1993,4,12,1,"F",
0.00,1.00,31824.00,128.00,74.00,0.00,900.00,273.00,94.00,81.00,"US Airways Inc.","US","BWI","SYR",6,"619",1,1993,4,12,1,"F",
0.00,2.00,52310.00,210.00,41.00,1073.00,565.00,65.00,51.00,33.00,"Delta Air Lines Inc.","DL","BZN","BTM",6,"620",1,1993,4,12,1,"F",
0.00,1.00,30310.00,130.00,124.00,0.00,1100.00,583.00,144.00,133.00,"Continental Air Lines Inc.","CO","BZN","COS",6,"619",1,1993,4,12,2,"F",
0.00,1.00,31800.00,126.00,33.00,200.00,5.00,152.00,37.00,28.00,"Delta Air Lines Inc.","DL","BZN","JAC",6,"619",1,1993,4,12,1,"F",
0.00,2.00,72600.00,290.00,189.00,2304.00,4771.00,191.00,115.00,87.00,"Delta Air Lines Inc.","DL","CAE","ATL",7,"715",1,1993,4,12,1,"F",
0.00,1.00,26040.00,108.00,51.00,0.00,537.00,89.00,32.00,22.00,"United Air Lines Inc.","UA","CAE","CLT",6,"616",1,1993,4,12,1,"F",
0.00,1.00,36560.00,147.00,48.00,0.00,2169.00,89.00,34.00,24.00,"United Air Lines Inc.","UA","CAE","CLT",7,"715",1,1993,4,12,1,"F",
0.00,4.00,66256.00,272.00,213.00,134.00,1517.00,89.00,176.00,104.00,"US Airways Inc.","US","CAE","CLT",6,"602",1,1993,4,12,1,"F",
0.00,1.00,36924.00,143.00,27.00,5.00,0.00,70.00,40.00,30.00,"US Airways Inc.","US","CAK","PIT",6,"655",1,1993,4,12,1,"F",
0.00,4.00,56519.00,242.00,11.00,392.00,33444.00,616.00,384.00,342.00,"Reeve Aleutian Airways Inc.","RV","CDB","ADK",7,"711",3,1993,4,12,2,"F",
0.00,1.00,16541.00,67.00,1.00,0.00,138.00,621.00,114.00,102.00,"Reeve Aleutian Airways Inc.","RV","CDB","ANC",5,"550",3,1993,4,12,2,"F",
0.00,1.00,25800.00,54.00,0.00,0.00,0.00,621.00,80.00,73.00,"Markair Inc.","BF","CDB","ANC",6,"621",3,1993,4,12,2,"F",
0.00,1.00,20460.00,67.00,41.00,1516.00,168.00,178.00,54.00,48.00,"Reeve Aleutian Airways Inc.","RV","CDB","DUT",5,"550",3,1993,4,12,1,"F",
0.00,1.00,27540.00,72.00,14.00,2227.00,1228.00,178.00,43.00,36.00,"Alaska Airlines Inc.","AS","CDB","DUT",6,"621",3,1993,4,12,1,"F",
0.00,1.00,18599.00,66.00,1.00,2313.00,1926.00,957.00,138.00,132.00,"Reeve Aleutian Airways Inc.","RV","CDB","SYA",7,"711",3,1993,4,12,2,"F",
0.00,11.00,303762.00,776.00,442.00,27162.00,6474.00,160.00,442.00,331.00,"Alaska Airlines Inc.","AS","CDV","ANC",6,"621",3,1993,4,12,1,"F",
0.00,12.00,463200.00,1716.00,620.00,23661.00,25782.00,160.00,496.00,366.00,"Alaska Airlines Inc.","AS","CDV","ANC",7,"715",1,1993,4,12,1,"F",
0.00,11.00,303762.00,776.00,342.00,18788.00,19822.00,213.00,517.00,421.00,"Alaska Airlines Inc.","AS","CDV","YAK",6,"621",3,1993,4,12,1,"F",
0.00,13.00,501800.00,1859.00,464.00,13120.00,25083.00,213.00,610.00,455.00,"Alaska Airlines Inc.","AS","CDV","YAK",7,"715",1,1993,4,12,1,"F",
0.00,1.00,31800.00,126.00,76.00,752.00,0.00,106.00,43.00,29.00,"Delta Air Lines Inc.","DL","CHA","ATL",6,"619",1,1993,4,12,1,"F",
0.00,1.00,36300.00,145.00,100.00,0.00,0.00,106.00,53.00,38.00,"Delta Air Lines Inc.","DL","CHA","ATL",7,"715",1,1993,4,12,1,"F",
0.00,1.00,36924.00,141.00,63.00,69.00,500.00,112.00,30.00,20.00,"US Airways Inc.","US","CHA","BNA",6,"655",1,1993,4,12,1,"F",
0.00,1.00,37638.00,146.00,13.00,460.00,0.00,242.00,49.00,40.00,"US Airways Inc.","US","CHA","CLT",6,"617",1,1993,4,12,1,"F",
0.00,1.00,31824.00,128.00,28.00,0.00,0.00,242.00,50.00,40.00,"US Airways Inc.","US","CHA","CLT",6,"619",1,1993,4,12,1,"F",
0.00,1.00,26155.00,105.00,25.00,15.00,3500.00,259.00,56.00,44.00,"Delta Air Lines Inc.","DL","CHS","ATL",6,"620",1,1993,4,12,1,"F",
0.00,1.00,16564.00,68.00,65.00,0.00,0.00,168.00,43.00,31.00,"US Airways Inc.","US","CHS","CLT",6,"602",1,1993,4,12,1,"F",
0.00,1.00,29448.00,130.00,45.00,0.00,0.00,628.00,115.00,97.00,"Continental Air Lines Inc.","CO","CHS","EWR",6,"619",1,1993,4,12,2,"F",
0.00,1.00,80410.00,252.00,240.00,4194.00,0.00,470.00,77.00,70.00,"Delta Air Lines Inc.","DL","CHS","FLL",6,"626",1,1993,4,12,1,"F",
0.00,1.00,23850.00,98.00,95.00,0.00,23.00,193.00,52.00,34.00,"US Airways Inc.","US","CHS","JAX",6,"603",1,1993,4,12,1,"F",
0.00,1.00,27780.00,110.00,36.00,0.00,0.00,193.00,45.00,32.00,"US Airways Inc.","US","CHS","JAX",6,"620",1,1993,4,12,1,"F",
0.00,1.00,26500.00,103.00,3.00,0.00,0.00,717.00,108.00,95.00,"US Airways Inc.","US","CHS","ROC",6,"640",1,1993,4,12,2,"F",
0.00,1.00,46000.00,0.00,0.00,21100.00,0.00,1323.00,264.00,246.00,"Southern Air Transport Inc.","SAQ","CHS","SJU",5,"556",2,1993,4,12,3,"P",
0.00,1.00,21749.00,103.00,61.00,0.00,0.00,371.00,73.00,53.00,"Continental Air Lines Inc.","CO","CHS","TPA",6,"640",1,1993,4,12,1,"F",
0.00,3.00,95400.00,384.00,291.00,148.00,3726.00,196.00,177.00,104.00,"United Air Lines Inc.","UA","CID","ORD",6,"619",1,1993,4,12,1,"F",
0.00,1.00,36300.00,145.00,131.00,0.00,3500.00,554.00,102.00,80.00,"Delta Air Lines Inc.","DL","CLE","ATL",7,"715",1,1993,4,12,2,"F",
0.00,1.00,45490.00,182.00,149.00,88.00,200.00,554.00,104.00,84.00,"Delta Air Lines Inc.","DL","CLE","ATL",6,"622",1,1993,4,12,2,"F",
0.00,1.00,26155.00,105.00,79.00,0.00,1700.00,192.00,54.00,34.00,"Delta Air Lines Inc.","DL","CLE","BUF",6,"620",1,1993,4,12,1,"F",
0.00,2.00,69334.00,300.00,188.00,0.00,0.00,221.00,188.00,131.00,"Ryan International Airlines","RYQ","CLE","CVG",6,"617",1,1993,4,12,1,"L",
0.00,1.00,16564.00,68.00,7.00,0.00,1400.00,404.00,79.00,59.00,"US Airways Inc.","US","CLE","EWR",6,"602",1,1993,4,12,1,"F",
0.00,17.00,1428000.00,1190.00,632.00,0.00,0.00,425.00,1684.00,1307.00,"Business Express","HQ","CLE","JFK",8,"866",1,1993,4,12,1,"F",
0.00,1.00,31321.00,130.00,47.00,0.00,1651.00,729.00,178.00,159.00,"Continental Air Lines Inc.","CO","CLE","OMA",6,"619",1,1993,4,12,2,"F",
0.00,1.00,49000.00,188.00,143.00,0.00,0.00,316.00,79.00,57.00,"United Air Lines Inc.","UA","CLE","ORD",6,"622",1,1993,4,12,1,"F",
0.00,1.00,30820.00,134.00,36.00,0.00,1600.00,316.00,65.00,49.00,"Trans World Airways LLC","TW","CLE","ORD",7,"715",1,1993,4,12,1,"F",
