"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,36300.00,148.00,137.00,111.00,0.00,692.00,113.00,91.00,"Delta Air Lines Inc.","DL","ABE","ATL",7,"715",1,1993,2,4,2,"F",
0.00,2.00,73848.00,284.00,191.00,416.00,0.00,50.00,46.00,28.00,"US Airways Inc.","US","ABE","AVP",6,"655",1,1993,2,4,1,"F",
0.00,1.00,16564.00,68.00,68.00,0.00,0.00,121.00,47.00,33.00,"US Airways Inc.","US","ABE","BWI",6,"602",1,1993,2,4,1,"F",
0.00,2.00,75276.00,292.00,103.00,238.00,2287.00,82.00,56.00,41.00,"US Airways Inc.","US","ABE","LGA",6,"617",1,1993,2,4,1,"F",
0.00,1.00,26155.00,107.00,61.00,390.00,2100.00,77.00,29.00,19.00,"Delta Air Lines Inc.","DL","ABE","MDT",6,"620",1,1993,2,4,1,"F",
0.00,1.00,31824.00,128.00,111.00,58.00,0.00,253.00,54.00,43.00,"US Airways Inc.","US","ABE","PIT",6,"619",1,1993,2,4,1,"F",
0.00,1.00,12727.00,97.00,54.00,0.00,259.00,735.00,198.00,186.00,"Continental Air Lines Inc.","CO","ABQ","CRP",6,"640",1,1993,2,4,2,"F",
0.00,1.00,45490.00,182.00,98.00,831.00,50.00,1240.00,154.00,140.00,"Delta Air Lines Inc.","DL","ABQ","CVG",6,"622",1,1993,2,4,3,"F",
0.00,1.00,48250.00,190.00,142.00,5694.00,80.00,487.00,84.00,72.00,"America West Airlines Inc.","HP","ABQ","LAS",6,"622",1,1993,2,4,1,"F",
0.00,1.00,36300.00,148.00,9.00,0.00,218.00,1821.00,220.00,202.00,"Delta Air Lines Inc.","DL","ABQ","LGA",7,"715",1,1993,2,4,4,"F",
0.00,1.00,18015.00,108.00,82.00,0.00,0.00,332.00,68.00,53.00,"Continental Air Lines Inc.","CO","ABQ","MAF",6,"640",1,1993,2,4,1,"F",
0.00,1.00,36924.00,143.00,79.00,0.00,2400.00,99.00,50.00,34.00,"US Airways Inc.","US","ACY","LGA",6,"655",1,1993,2,4,1,"F",
0.00,1.00,13717.00,63.00,24.00,0.00,1178.00,616.00,114.00,102.00,"Reeve Aleutian Airways Inc.","RV","ADK","CDB",5,"550",3,1993,2,4,2,"F",
0.00,8.00,197048.00,528.00,99.00,14944.00,10571.00,616.00,720.00,660.00,"Reeve Aleutian Airways Inc.","RV","ADK","CDB",7,"711",3,1993,2,4,2,"F",
0.00,8.00,192000.00,880.00,101.00,800.00,1146.00,252.00,394.00,332.00,"Markair Inc.","BF","ADQ","ANC",6,"621",1,1993,2,4,1,"F",
0.00,2.00,75276.00,292.00,42.00,45.00,0.00,140.00,81.00,55.00,"US Airways Inc.","US","AGS","CLT",6,"617",1,1993,2,4,1,"F",
0.00,2.00,65648.00,256.00,144.00,0.00,0.00,140.00,82.00,56.00,"US Airways Inc.","US","AGS","CLT",6,"619",1,1993,2,4,1,"F",
0.00,4.00,96000.00,440.00,45.00,479.00,1098.00,289.00,216.00,184.00,"Markair Inc.","BF","AKN","ANC",6,"621",1,1993,2,4,1,"F",
0.00,7.00,245000.00,419.00,93.00,614.00,4103.00,289.00,358.00,317.00,"Markair Inc.","BF","AKN","ANC",6,"621",3,1993,2,4,1,"F",
0.00,12.00,359774.00,372.00,49.00,3575.00,193.00,289.00,614.00,539.00,"Alaska Airlines Inc.","AS","AKN","ANC",6,"621",3,1993,2,4,1,"F",
0.00,1.00,35400.00,136.00,8.00,71.00,0.00,289.00,60.00,45.00,"Alaska Airlines Inc.","AS","AKN","ANC",6,"617",1,1993,2,4,1,"F",
0.00,5.00,120000.00,550.00,195.00,202.00,7407.00,71.00,132.00,97.00,"Markair Inc.","BF","AKN","DLG",6,"621",1,1993,2,4,1,"F",
0.00,1.00,23850.00,98.00,53.00,0.00,0.00,167.00,111.00,88.00,"US Airways Inc.","US","ALB","ABE",6,"603",1,1993,2,4,1,"F",
0.00,1.00,38000.00,165.00,79.00,0.00,0.00,80.00,39.00,22.00,"Private Jet Expeditions","PJQ","ALB","BDL",6,"655",1,1993,2,4,1,"L",
0.00,1.00,38630.00,146.00,143.00,10.00,0.00,145.00,81.00,38.00,"Northwest Airlines Inc.","NW","ALB","BOS",7,"715",1,1993,2,4,1,"F",
0.00,1.00,8000.00,34.00,1.00,0.00,0.00,145.00,46.00,33.00,"Business Express","HQ","ALB","BOS",4,"456",1,1993,2,4,1,"F",
0.00,1.00,23850.00,98.00,52.00,0.00,0.00,163.00,35.00,27.00,"US Airways Inc.","US","ALB","ELM",6,"603",1,1993,2,4,1,"F",
0.00,7.00,177380.00,756.00,416.00,706.00,7655.00,723.00,875.00,730.00,"United Air Lines Inc.","UA","ALB","ORD",7,"710",1,1993,2,4,2,"F",
0.00,1.00,36300.00,148.00,22.00,0.00,154.00,313.00,58.00,45.00,"Delta Air Lines Inc.","DL","AMA","DFW",7,"715",1,1993,2,4,1,"F",
